# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	TOKENS	STRUCTURE	ALIGNMENT	CROSSIDS
9535	Bola	put (soil) on	ŋø̱ʔ⁵⁵	ˀŋ ø ʔ ⁵⁵	i n c t	ˀŋ ø ʔ ⁵⁵	3718
11136	Lashi	put (soil) on	ŋu̱ːp⁵⁵	ˀŋ uː p ⁵⁵	i n c t	ˀŋ uː p ⁵⁵	3718
#
1220	Rangoon	put in (salt)	khɑʔ⁴	kʰ ɑ ʔ ⁴	i n c t	kʰ ɑ ʔ ⁴	12864
2955	Achang_Longchuan	put in (salt)	thɔ³¹	tʰ ɔ ³¹	i n t	tʰ ɔ ³¹	12863
4467	Xiandao	put in (salt)	xat⁵⁵	x a t ⁵⁵	i n c t	x a t ⁵⁵	12864
6152	Atsi	put in (salt)	ka̱t⁵⁵	ˀk a t ⁵⁵	i n c t	ˀk a t ⁵⁵	12864
7812	Maru	put in (salt)	kɛ̱ʔ⁵⁵	ˀk ɛ ʔ ⁵⁵	i n c t	ˀk ɛ ʔ ⁵⁵	12864
9519	Bola	put in (salt)	kɛ̱ʔ⁵⁵	ˀk ɛ ʔ ⁵⁵	i n c t	ˀk ɛ ʔ ⁵⁵	12864
11121	Lashi	put in (salt)	ka̱ːt⁵⁵	ˀk aː t ⁵⁵	i n c t	ˀk aː t ⁵⁵	12864
#
1040	Rangoon	put in order / arrange	thɑ⁵⁵	tʰ ɑ ⁵⁵	i n t	tʰ ɑ ⁵⁵	12872
2791	Achang_Longchuan	put in order / arrange	tam⁵¹	t a m ⁵¹	i n c t	t a m ⁵¹	2018
4328	Xiandao	put in order / arrange	tam⁵⁵	t a m ⁵⁵	i n c t	t a m ⁵⁵	2018
5974	Atsi	put in order / arrange	to̱²¹to̱²¹	ˀt o ²¹ + ˀt o ²¹	i n t + i n t	ˀt o ²¹ + ˀt o ²¹	12872 12873
7656	Maru	put in order / arrange	tɔ̱³⁵	ˀt ɔ ³⁵	i n t	ˀt ɔ ³⁵	12872
9351	Bola	put in order / arrange	ta̱³⁵ta̱³¹	ˀt a ³⁵ + ˀt a ³¹	i n t + i n t	ˀt a ³⁵ + ˀt a ³¹	12874 12872
10976	Lashi	put in order / arrange	tɔ̱ː⁵⁵tɔ̱ː³³	ˀt ɔː ⁵⁵ + ˀt ɔː ³³	i n t + i n t	ˀt ɔː ⁵⁵ + ˀt ɔː ³³	12875 12872
#
1529	Rangoon	put in order / tidy	tθẽ⁵⁵shɛ⁵⁵	tθ ẽ ∼ ⁵⁵ + sʰ ɛ ⁵⁵	i n c t + i n t	tθ ẽ ∼ ⁵⁵ + sʰ ɛ ⁵⁵	12886 12883
3240	Achang_Longchuan	put in order / tidy	ʂau³¹	ʂ au ³¹	i n t	ʂ au ³¹	12882
6463	Atsi	put in order / tidy	tsə²¹	ts ə ²¹	i n t	ts ə ²¹	12883
8099	Maru	put in order / tidy	ja̱uŋ⁵⁵	ˀ/ʔ j au ŋ ⁵⁵	i m n c t	ˀ/ʔ j au ŋ ⁵⁵	12885
9825	Bola	put in order / tidy	ʃam³⁵	ʃ a m ³⁵	i n c t	ʃ a m ³⁵	12884
#
1706	Rangoon	put into a container / pack	thɛ⁵³	tʰ ɛ ⁵³	i n t	tʰ ɛ - ⁵³	12890
3407	Achang_Longchuan	put into a container / pack	xat⁵⁵	x a t ⁵⁵	i n c t	x a t ⁵⁵	12864
4865	Xiandao	put into a container / pack	xat⁵⁵	x a t ⁵⁵	i n c t	x a t ⁵⁵	12864
6641	Atsi	put into a container / pack	ka̱t⁵⁵	ˀk a t ⁵⁵	i n c t	ˀk a t ⁵⁵	12864
8272	Maru	put into a container / pack	tshɔ̃⁵⁵	tsh ɔ̃ ∼ ⁵⁵	i n c t	tsh ɔ̃ ∼ ⁵⁵	12890
10000	Bola	put into a container / pack	kɛ̱ʔ⁵⁵	ˀk ɛ ʔ ⁵⁵	i n c t	ˀk ɛ ʔ ⁵⁵	12864
11533	Lashi	put into a container / pack	tɔ̱ː⁵⁵	ˀt ɔː ⁵⁵	i n t	ˀt ɔː - ⁵⁵	12890
#
1561	Rangoon	put on (another layer of cloth	suʔ⁴	s u ʔ ⁴	i n c t	s u ʔ ⁴	12900
3273	Achang_Longchuan	put on (another layer of cloth	soŋ³¹	s o ŋ ³¹	i n c t	s o ŋ ³¹	18633
4743	Xiandao	put on (another layer of cloth	suŋ³¹	s u ŋ ³¹	i n c t	s u ŋ ³¹	18633
6496	Atsi	put on (another layer of cloth	thau⁵⁵	tʰ a u ⁵⁵	i n N t	tʰ a u ⁵⁵	12898
8132	Maru	put on (another layer of cloth	vɛʔ³¹	v ɛ ʔ ³¹	i n c t	v ɛ ʔ ³¹	12899
9858	Bola	put on (another layer of cloth	tsa̱uŋ³⁵	ˀts au ŋ ³⁵	i n c t	ˀts au ŋ ³⁵	18633
#
1117	Rangoon	put on (shoes)	si⁵⁵	s i ⁵⁵	i n t	s i ⁵⁵	12906
2861	Achang_Longchuan	put on (shoes)	xot⁵⁵	x o t ⁵⁵	i n c t	x o t ⁵⁵	18624
4386	Xiandao	put on (shoes)	ut⁵⁵	/ʔ u t ⁵⁵	i n c t	/ʔ u t ⁵⁵	18624
6052	Atsi	put on (shoes)	tsu̱ŋ²¹	ˀts u ŋ ²¹	i n c t	ˀts u ŋ ²¹	12905
7722	Maru	put on (shoes)	tsa̱uŋ³⁵	ˀts au ŋ ³⁵	i n c t	ˀts au ŋ ³⁵	12905
9427	Bola	put on (shoes)	tsa̱uŋ³⁵	ˀts au ŋ ³⁵	i n c t	ˀts au ŋ ³⁵	12905
11037	Lashi	put on (shoes)	tsu̱ːŋ⁵⁵	ˀts uː ŋ ⁵⁵	i n c t	ˀts uː ŋ ⁵⁵	12905
#
1232	Rangoon	put one's hand on (sthg.) for	kɑ̃i²²	k ɑ̃ i ∼ ²²	i n N c t	k ɑ̃ i ∼ ²²	12917
2967	Achang_Longchuan	put one's hand on (sthg.) for	kuat³⁵	k ua t ³⁵	i n c t	k ua t ³⁵	12912
4478	Xiandao	put one's hand on (sthg.) for	ʂap⁵⁵	ʂ a p ⁵⁵	i n c t	ʂ a p ⁵⁵	12918
6164	Atsi	put one's hand on (sthg.) for	tsui²¹	ts u i ²¹	i m n t	ts u i ²¹	974
7824	Maru	put one's hand on (sthg.) for	tsɔi³⁵	ts ɔi ³⁵	i n t	ts ɔi ³⁵	12916
9531	Bola	put one's hand on (sthg.) for	tui³¹kja³⁵	t ui ³¹ + k j a ³⁵	i n t + i m n t	t - ui ³¹ + k j a ³⁵	974 12914
11132	Lashi	put one's hand on (sthg.) for	ŋɛ̱ː³³	ˀŋ ɛː ³³	i n t	ˀŋ ɛː ³³	12915
#
1221	Rangoon	put out to pasture	tɕɑ̃u⁵⁵	tɕ ɑ̃ u ∼ ⁵⁵	i n N c t	tɕ ɑ̃ u ∼ ⁵⁵	12926
2956	Achang_Longchuan	put out to pasture	phuaŋ³¹	pʰ ua ŋ ³¹	i n c t	pʰ ua ŋ ³¹	3164
4468	Xiandao	put out to pasture	phɔŋ³¹	ph ɔ ŋ ³¹	i n c t	ph ɔ ŋ ³¹	3164
6153	Atsi	put out to pasture	no²¹mjaŋ²¹ tsuŋ⁵⁵	n o ²¹ + m j a ŋ ²¹ + ts u ŋ ⁵⁵	i n t + i m n c t + i n c t	n o ²¹ + m j a ŋ ²¹ + ts u ŋ ⁵⁵	12922 12923 7522
7813	Maru	put out to pasture	tsauŋ⁵⁵	ts au ŋ ⁵⁵	i n c t	ts au ŋ ⁵⁵	7522
9520	Bola	put out to pasture	kɛ̱ʔ⁵⁵	ˀk ɛ ʔ ⁵⁵	i n c t	ˀk ɛ ʔ ⁵⁵	12925
11122	Lashi	put out to pasture	tsuːŋ⁵⁵	ts uː ŋ ⁵⁵	i n c t	ts uː ŋ ⁵⁵	7522
#
1219	Rangoon	put sthg. somewhere	thɑ⁵⁵	tʰ ɑ ⁵⁵	i n t	tʰ ɑ ⁵⁵	12931
#
450	Rangoon	puttee	pɑʔ⁴ti⁵⁵	p ɑ ʔ ⁴ + t i ⁵⁵	i n c t + i n t	p ɑ ʔ ⁴ + t i ⁵⁵	12935 12936
2240	Achang_Longchuan	puttee	tɕhi⁵⁵tup⁵⁵	tɕʰ i ⁵⁵ + t u p ⁵⁵	i n t + i n c t	tɕʰ - i - ⁵⁵ + t u p ⁵⁵	12933 12934
5382	Atsi	puttee	khji⁵¹thup⁵⁵	kʰ j i ⁵¹ + tʰ u p ⁵⁵	i m n t + i n c t	kʰ j i - ⁵¹ + tʰ u p ⁵⁵	12933 12934
7125	Maru	puttee	khjik³¹thap⁵⁵	kh j i k ³¹ + th a p ⁵⁵	i m n c t + i n c t	kh j i k ³¹ + th a p ⁵⁵	12933 12934
8771	Bola	puttee	khji⁵⁵thap⁵⁵	khj i ⁵⁵ + th a p ⁵⁵	i n t + i n c t	khj - i - ⁵⁵ + th a p ⁵⁵	12933 12934
10472	Lashi	puttee	khjei³¹thɔp⁵⁵	kh j ei ³¹ + th ɔ p ⁵⁵	i m n t + i n c t	kh j ei - ³¹ + th ɔ p ⁵⁵	12933 12934
#
1170	Rangoon	quake (earth)	ŋɑ⁵³jĩ²²ɬoʔ⁴	ŋ ɑ ⁵³ + /ʔ j ĩ ∼ ²² + ɬ o ʔ ⁴	i n t + i m n c t + i n c t	ŋ ɑ - ⁵³ + /ʔ j ĩ ∼ ²² + ɬ o ʔ ⁴	12949 6482 12953
2911	Achang_Longchuan	quake (earth)	in³¹ san³⁵	/ʔ i n ³¹ + s a n ³⁵	i n c t + i n c t	/ʔ - i n ³¹ + s a n ³⁵	6482 12947
4429	Xiandao	quake (earth)	lă³¹jaŋ⁵⁵	l ă ³¹ + /ʔ j a ŋ ⁵⁵	i n t + i m n c t	l ă ³¹ + /ʔ j a ŋ ⁵⁵	12948 6482
6104	Atsi	quake (earth)	lă²¹jaŋ⁵¹nun⁵⁵	l ă ²¹ + /ʔ j a ŋ ⁵¹ + n u n ⁵⁵	i n t + i m n c t + i n c t	l ă ²¹ + /ʔ j a ŋ ⁵¹ + n u n ⁵⁵	12948 6482 12949
7770	Maru	quake (earth)	mjik³¹nan⁵⁵	m j i k ³¹ + n a n ⁵⁵	i m n c t + i n c t	m j i k ³¹ + n a n ⁵⁵	12950 12949
9476	Bola	quake (earth)	məi⁵⁵nɔn³¹nɔn³¹	m əi ⁵⁵ + n ɔ n ³¹ + n ɔ n ³¹	i n t + i n c t + i n c t	m - əi - ⁵⁵ + n ɔ n ³¹ + n ɔ n ³¹	12950 12949 12951
11084	Lashi	quake (earth)	mi³¹nɔn⁵⁵nun⁵⁵	m i ³¹ + n ɔ n ⁵⁵ + n u n ⁵⁵	i n t + i n c t + i n c t	m - i - ³¹ + n ɔ n ⁵⁵ + n u n ⁵⁵	12950 12949 12952
#
928	Rangoon	quick / fast	mjɑ̃²²	m j ɑ̃ ∼ ²²	i m n c t	m j ɑ̃ ∼ ²²	12965
2685	Achang_Longchuan	quick / fast	mʐap⁵⁵	m ʐ a p ⁵⁵	i m n c t	m ʐ a p ⁵⁵	12965
4241	Xiandao	quick / fast	mʐap⁵⁵	mʐ a p ⁵⁵	i n c t	mʐ - a p ⁵⁵	12965
5860	Atsi	quick / fast	xan⁵¹	x a n ⁵¹	i n c t	x a n ⁵¹	12966
7559	Maru	quick / fast	xəŋ³¹	x ə ŋ ³¹	i n c t	x ə ŋ ³¹	12966
9240	Bola	quick / fast	xɛ̃⁵⁵	x ɛ̃ ∼ ⁵⁵	i n c t	x ɛ̃ ∼ ⁵⁵	12966
10884	Lashi	quick / fast	mjaːp³¹	m j aː p ³¹	i m n c t	m j aː p ³¹	12965
11842	Old_Burmese	quick / fast	mran	m r a n ²²	i m n c t	m r a n ²²	12965
#
279	Rangoon	rabbit	jõ²²	/ʔ j õ ∼ ²²	i m n c t	/ʔ j õ ∼ ²²	1107
2089	Achang_Longchuan	rabbit	pʐaŋ⁵⁵tai⁵⁵	p ʐ a ŋ ⁵⁵ + t ai ⁵⁵	i m n c t + i n t	p ʐ a ŋ ⁵⁵ + t ai - ⁵⁵	12974 12975
3742	Xiandao	rabbit	pʐaŋ³¹tai⁵⁵	pʐ a ŋ ³¹ + t ai ⁵⁵	i n c t + i n t	pʐ - a ŋ ³¹ + t ai - ⁵⁵	12974 12975
5214	Atsi	rabbit	paŋ⁵⁵ta̱i⁵¹	p a ŋ ⁵⁵ + ˀt a i ⁵¹	i n c t + i n N t	p - a ŋ ⁵⁵ + ˀt a i ⁵¹	12974 12975
6978	Maru	rabbit	pa̱ŋ³⁵ ta̱i⁵⁵	ˀp a ŋ ³⁵ + ˀt ai ⁵⁵	i n c t + i n t	ˀp - a ŋ ³⁵ + ˀt ai - ⁵⁵	12974 12975
8611	Bola	rabbit	paŋ³¹tai⁵⁵	p a ŋ ³¹ + t ai ⁵⁵	i n c t + i n t	p - a ŋ ³¹ + t ai - ⁵⁵	12974 12975
10329	Lashi	rabbit	paŋ⁵⁵te̱i⁵⁵	p a ŋ ⁵⁵ + ˀt ei ⁵⁵	i n c t + i n t	p - a ŋ ⁵⁵ + ˀt ei - ⁵⁵	12974 12975
12070	Old_Burmese	rabbit	yun	j u n ²²	i n c t	j - u n ²²	1107
#
562	Rangoon	rack (pack)	wũ²²tĩ²²sĩ²²	/ʔ w ũ ∼ ²² + t ĩ ∼ ²² + s ĩ ∼ ²²	i m n c t + i n c t + i n c t	/ʔ w ũ ∼ ²² + t ĩ ∼ ²² + s ĩ ∼ ²²	12994 12995 12996
2347	Achang_Longchuan	rack (pack)	laŋ³⁵	l a ŋ ³⁵	i n c t	l a ŋ ³⁵	12989
5492	Atsi	rack (pack)	kja⁵⁵la̱ŋ⁵⁵	k j a ⁵⁵ + ˀl a ŋ ⁵⁵	i m n t + i n c t	k j a ⁵⁵ + ˀl a ŋ ⁵⁵	16642 12989
7226	Maru	rack (pack)	tɔ³⁵tʃi⁵¹	t ɔ ³⁵ + tʃ i ⁵¹	i n t + i n t	t ɔ ³⁵ + tʃ i ⁵¹	9668 12993
8880	Bola	rack (pack)	kja³⁵tsɛ⁵¹	k j a ³⁵ + ts ɛ ⁵¹	i m n t + i n t	k j a ³⁵ + ts ɛ ⁵¹	16642 12991
10566	Lashi	rack (pack)	to³³	t o ³³	i n t	t o ³³	9668
#
396	Rangoon	radish	mõ²²lɑ²²u⁵³	/ʔ m õ ∼ ²² + l ɑ ²² + /ʔ u ⁵³	i m n c t + i n t + i n t	/ʔ m õ ∼ ²² + l ɑ ²² + /ʔ u - ⁵³	13005 13006 13001
2191	Achang_Longchuan	radish	uaŋ³¹tɕhi⁵⁵puʔ³¹	/ʔ ua ŋ ³¹ + tɕʰ i ⁵⁵ + p u ʔ ³¹	i n c t + i n t + i n c t	/ʔ ua ŋ ³¹ + tɕʰ - i - ⁵⁵ + p u ʔ ³¹	13001 2224 13003
3834	Xiandao	radish	ɔŋ³¹chi⁵⁵	/ʔ ɔ ŋ ³¹ + ch i ⁵⁵	i n c t + i n t	/ʔ ɔ ŋ ³¹ + ch - i - ⁵⁵	13001 2224
5329	Atsi	radish	aŋ²¹khji⁵¹	/ʔ a ŋ ²¹ + kʰ j i ⁵¹	i n c t + i m n t	/ʔ a ŋ ²¹ + kʰ j i - ⁵¹	13001 2224
7078	Maru	radish	ɔ̱̃³⁵khjik³¹	ˀ/ʔ ɔ̃ ∼ ³⁵ + kh j i k ³¹	i n c t + i m n c t	ˀ/ʔ ɔ̃ ∼ ³⁵ + kh j i k ³¹	13001 2224
8720	Bola	radish	ɔ̃³⁵khji⁵⁵pɔ̱n⁵⁵	/ʔ ɔ̃ ∼ ³⁵ + khj i ⁵⁵ + ˀp ɔ n ⁵⁵	i n c t + i n t + i n c t	/ʔ ɔ̃ ∼ ³⁵ + khj - i - ⁵⁵ + ˀp ɔ n ⁵⁵	13001 2224 13004
10427	Lashi	radish	ŋa̱ŋ⁵⁵khjei³³	ˀŋ a ŋ ⁵⁵ + kh j ei ³³	i n c t + i m n t	ˀŋ a ŋ ⁵⁵ + kh j ei - ³³	13001 2224
#
567	Rangoon	raft	bɑ̃u²²	b ɑ̃ u ∼ ²²	i n N c t	b ɑ̃ u ∼ ²²	13021
2350	Achang_Longchuan	raft	xə⁵⁵	x ə ⁵⁵	i n t	x ə ⁵⁵	13019
3953	Xiandao	raft	phaʔ⁵¹tsi⁵⁵	ph a ʔ ⁵¹ + ts i ⁵⁵	i n c t + i n t	ph a - ʔ ⁵¹ + ts i ⁵⁵	13020 13022
5496	Atsi	raft	pa̱u⁵¹	ˀp a u ⁵¹	i n N t	ˀp a u - ⁵¹	13020
7231	Maru	raft	pu̱k³¹	ˀp u k ³¹	i n c t	ˀp u - k ³¹	13020
8885	Bola	raft	pa̱u⁵⁵	ˀp au ⁵⁵	i n t	ˀp au - - ⁵⁵	13020
10570	Lashi	raft	po̱u³³	ˀp ou ³³	i n t	ˀp ou - - ³³	13020
#
486	Rangoon	rafter (of building)	dɑ̃i⁵⁵	d ɑ̃ i ∼ ⁵⁵	i n N c t	d ɑ̃ i ∼ ⁵⁵	13028
2274	Achang_Longchuan	rafter (of building)	tʂhuan³¹	tʂʰ ua n ³¹	i n c t	tʂʰ ua - n ³¹	13028
3897	Xiandao	rafter (of building)	khʐaŋ⁵⁵	khʐ a ŋ ⁵⁵	i n c t	khʐ - a ŋ ⁵⁵	13029
5417	Atsi	rafter (of building)	khjaŋ⁵¹	kʰ j a ŋ ⁵¹	i m n c t	kʰ j a ŋ ⁵¹	13029
7158	Maru	rafter (of building)	khjɔ̃³¹	kh j ɔ̃ ∼ ³¹	i m n c t	kh j ɔ̃ ∼ ³¹	13029
8806	Bola	rafter (of building)	khjɔ̃⁵⁵	khj ɔ̃ ∼ ⁵⁵	i n c t	khj - ɔ̃ ∼ ⁵⁵	13029
10502	Lashi	rafter (of building)	khjaŋ³³	kh j a ŋ ³³	i m n c t	kh j a ŋ ³³	13029
#
10	Rangoon	rain	mo⁵⁵	/ʔ m o ⁵⁵	i m n t	/ʔ m o - - ⁵⁵	3318
1841	Achang_Longchuan	rain	mau³¹ʐo⁵⁵	m au ³¹ + ʐ o ⁵⁵	i n t + i n t	m - au - - ³¹ + ʐ o ⁵⁵	3318 5745
3508	Xiandao	rain	mau³¹ʐo⁵⁵	m au ³¹ + ʐ o ⁵⁵	i n t + i n t	m - au - - ³¹ + ʐ o ⁵⁵	3318 5745
4947	Atsi	rain	mau²¹	m a u ²¹	i n N t	m - a u - ²¹	3318
6737	Maru	rain	muk⁵⁵	m u k ⁵⁵	i n c t	m - u - k ⁵⁵	3318
8361	Bola	rain	mau³¹ɣɔ⁵⁵	m au ³¹ + ɣ ɔ ⁵⁵	i n t + i n t	m - au - - ³¹ + ɣ ɔ ⁵⁵	3318 5745
11717	Old_Burmese	rain	ro₁	r o ²²	i n t	r o ²²	5745
#
11607	Lashi	rain (note:+v)	mou³³wɔ³¹	m ou ³³ + /ʔ w ɔ ³¹	i n t + i m n t	m ou ³³ + /ʔ w ɔ ³¹	13047 13048
#
11	Rangoon	rainbow	tθɛʔ⁴tɑ̃⁵³	tθ ɛ ʔ ⁴ + t ɑ̃ ∼ ⁵³	i n c t + i n c t	tθ ɛ ʔ ⁴ + t ɑ̃ ∼ ⁵³	13053 13054
1842	Achang_Longchuan	rainbow	xɔŋ⁵¹ȵin³¹nam³¹	x ɔ ŋ ⁵¹ + ȵ i n ³¹ + n a m ³¹	i n c t + i n c t + i n c t	x ɔ ŋ ⁵¹ + ȵ - i n ³¹ + n a m ³¹	13050 13051 13052
3509	Xiandao	rainbow	l̥ɿ⁵⁵ɲ̊ɔʔ⁵⁵l̥aŋ³¹kam⁵⁵	l̥ ɿ ⁵⁵ + ɲ̊ ɔ ʔ ⁵⁵ + l̥ a ŋ ³¹ + k a m ⁵⁵	i n t + i n c t + i n c t + i n c t	l̥ ɿ ⁵⁵ + ɲ̊ ɔ ʔ ⁵⁵ + l̥ a ŋ ³¹ + k a m ⁵⁵	13056 13053 13050 13057
4948	Atsi	rainbow	voʔ²¹kan²¹ʃiŋ⁵⁵jaŋ²¹	v o ʔ ²¹ + k a n ²¹ + ʃ i ŋ ⁵⁵ + /ʔ j a ŋ ²¹	i n c t + i n c t + i n c t + i m n c t	v o ʔ ²¹ + k a n ²¹ + ʃ i ŋ ⁵⁵ + /ʔ j a ŋ ²¹	13053 13050 13054 13051
6738	Maru	rainbow	ɣɔʔ³¹kaŋ³⁵saŋ³¹ŋjɔ̃³¹	ɣ ɔ ʔ ³¹ + k a ŋ ³⁵ + s a ŋ ³¹ + ŋ j ɔ̃ ∼ ³¹	i n c t + i n c t + i n c t + i m n c t	ɣ ɔ ʔ ³¹ + k a ŋ ³⁵ + s a ŋ ³¹ + ŋ j ɔ̃ ∼ ³¹	13053 13050 13054 13051
8362	Bola	rainbow	ɣaʔ³¹kɛ̃³¹saŋ⁵⁵njuŋ⁵⁵	ɣ a ʔ ³¹ + k ɛ̃ ∼ ³¹ + s a ŋ ⁵⁵ + n j u ŋ ⁵⁵	i n c t + i n c t + i n c t + i m n c t	ɣ a ʔ ³¹ + k ɛ̃ ∼ ³¹ + s a ŋ ⁵⁵ + n j u ŋ ⁵⁵	13053 13050 13054 13051
10102	Lashi	rainbow	sə̱ŋ⁵⁵jaŋ³³jɔ³¹kan³³	ˀs ə ŋ ⁵⁵ + /ʔ j a ŋ ³³ + /ʔ j ɔ ³¹ + k a n ³³	i n c t + i m n c t + i m n t + i n c t	ˀs ə ŋ ⁵⁵ + /ʔ j a ŋ ³³ + /ʔ j ɔ ³¹ + k a n ³³	13054 13051 13055 13050
11803	Old_Burmese	rainbow	sak◦tam	s a k ⁴ + t a m ²²	i n c t + i n c t	s a k ⁴ + t a m ²²	13053 13054
#
1646	Rangoon	raise (chickens)	mwe⁵⁵	m w e ⁵⁵	i m n t	m w e - ⁵⁵	717
3351	Achang_Longchuan	raise (chickens)	leŋ³¹	l e ŋ ³¹	i n c t	l e ŋ ³¹	13078
4814	Xiandao	raise (chickens)	liŋ³¹	l i ŋ ³¹	i n c t	l i ŋ ³¹	13078
6581	Atsi	raise (chickens)	tso̱²¹	ˀts o ²¹	i n t	ˀts o ²¹	13079
8212	Maru	raise (chickens)	tsɔ̱³⁵	ˀts ɔ ³⁵	i n t	ˀts ɔ ³⁵	13079
9940	Bola	raise (chickens)	ta̱³⁵	ˀt a ³⁵	i n t	ˀt a ³⁵	13079
11487	Lashi	raise (chickens)	mju̱ː³³	ˀm j uː ³³	i m n t	ˀm j uː - ³³	717
11965	Old_Burmese	raise (chickens)	muyḥ	m u j ⁵⁵	i n c t	m - u j ⁵⁵	717
#
1353	Rangoon	raise (the hand)	lɛʔ⁴thɑ̃u²²	l ɛ ʔ ⁴ + tʰ ɑ̃ u ∼ ²²	i n c t + i n N c t	l ɛ ʔ ⁴ + tʰ ɑ̃ u ∼ ²²	13089 13090
3073	Achang_Longchuan	raise (the hand)	kə³¹	k ə ³¹	i n t	k ə ³¹	7987
4561	Xiandao	raise (the hand)	kɤ³¹	k ɤ ³¹	i n t	k ɤ ³¹	7987
6286	Atsi	raise (the hand)	tu̱⁵¹	ˀt u ⁵¹	i n t	ˀt u ⁵¹	13088
7930	Maru	raise (the hand)	ta̱u³¹	ˀt au ³¹	i n t	ˀt au ³¹	13088
9649	Bola	raise (the hand)	tu̱⁵⁵	ˀt u ⁵⁵	i n t	ˀt u ⁵⁵	13088
11230	Lashi	raise (the hand)	tu̱ː³³	ˀt uː ³³	i n t	ˀt uː ³³	13088
#
1471	Rangoon	raise (the tail)	thɑ̃u²²	tʰ ɑ̃ u ∼ ²²	i n N c t	tʰ ɑ̃ u ∼ ²²	13100
3182	Achang_Longchuan	raise (the tail)	kə³¹	k ə ³¹	i n t	k ə ³¹	7987
4663	Xiandao	raise (the tail)	kɤ³¹	k ɤ ³¹	i n t	k ɤ ³¹	7987
6403	Atsi	raise (the tail)	kĕ²¹ tap²¹	k ĕ ²¹ + t a p ²¹	i n t + i n c t	k ĕ ²¹ + t a p ²¹	7987 13097
8041	Maru	raise (the tail)	ta̱u³¹	ˀt au ³¹	i n t	ˀt au ³¹	13088
9765	Bola	raise (the tail)	tu̱⁵⁵	ˀt u ⁵⁵	i n t	ˀt u ⁵⁵	13088
11336	Lashi	raise (the tail)	tu̱ː³³ŋa̱ːŋ⁵³	ˀt uː ³³ + ˀŋ aː ŋ ⁵³	i n t + i n c t	ˀt uː ³³ + ˀŋ aː ŋ ⁵³	13088 13099
#
580	Rangoon	rake	thũ²²	tʰ ũ ∼ ²²	i n c t	tʰ ũ ∼ ²²	13108
2363	Achang_Longchuan	rake	phə³¹	pʰ ə ³¹	i n t	pʰ ə ³¹	13106
3958	Xiandao	rake	pa³⁵	p a ³⁵	i n t	p a ³⁵	13106
5509	Atsi	rake	pa⁵⁵	p a ⁵⁵	i n t	p a ⁵⁵	13106
8898	Bola	rake	pa³⁵	p a ³⁵	i n t	p a ³⁵	13106
10578	Lashi	rake	lɔʔ³¹pa³³	l ɔ ʔ ³¹ + p a ³³	i n c t + i n t	l ɔ ʔ ³¹ + p a ³³	13107 13106
#
1038	Rangoon	rake (the fields)	thũ²²	tʰ ũ ∼ ²²	i n c t	tʰ ũ ∼ ²²	13115
2789	Achang_Longchuan	rake (the fields)	phə³¹	pʰ ə ³¹	i n t	pʰ ə ³¹	13114
4326	Xiandao	rake (the fields)	pa⁵¹	p a ⁵¹	i n t	p a ⁵¹	13114
5972	Atsi	rake (the fields)	pa⁵⁵	p a ⁵⁵	i n t	p a ⁵⁵	13114
7654	Maru	rake (the fields)	pa³⁵	p a ³⁵	i n t	p a ³⁵	13114
9349	Bola	rake (the fields)	pa³⁵	p a ³⁵	i n t	p a ³⁵	13114
10974	Lashi	rake (the fields)	paː³³	p aː ³³	i n t	p aː ³³	13114
#
1192	Rangoon	read	phɑʔ⁴	pʰ ɑ ʔ ⁴	i n c t	pʰ ɑ ʔ ⁴	4922
2933	Achang_Longchuan	read	nai³⁵	n ai ³⁵	i n t	n ai - ³⁵	13122
4448	Xiandao	read	sɔn³⁵	s ɔ n ³⁵	i n c t	s ɔ n ³⁵	13124
6126	Atsi	read	ŋa̱p⁵⁵	ˀŋ a p ⁵⁵	i n c t	ˀŋ a p ⁵⁵	13122
7790	Maru	read	ŋɛ̱ʔ⁵⁵	ˀŋ ɛ ʔ ⁵⁵	i n c t	ˀŋ ɛ ʔ ⁵⁵	13122
9497	Bola	read	ŋɛ̱ʔ⁵⁵	ˀŋ ɛ ʔ ⁵⁵	i n c t	ˀŋ ɛ ʔ ⁵⁵	13122
11103	Lashi	read	ŋa̱ːp⁵⁵	ˀŋ aː p ⁵⁵	i n c t	ˀŋ aː p ⁵⁵	13122
11873	Old_Burmese	read	phat	ph a t ⁴	i n c t	ph a t ⁴	4922
#
1291	Rangoon	recall / recollect	pjɑ̃²²pjɑ̃u⁵⁵twe⁵⁵tɕi⁵³	p j ɑ̃ ∼ ²² + p j ɑ̃ u ∼ ⁵⁵ + t w e ⁵⁵ + tɕ i ⁵³	i m n c t + i m n N c t + i m n t + i n t	p j ɑ̃ ∼ ²² + p j ɑ̃ u ∼ ⁵⁵ + t w e ⁵⁵ + tɕ i ⁵³	13145 13135 13136 13137
3020	Achang_Longchuan	recall / recollect	tak⁵⁵	t a k ⁵⁵	i n c t	t a k ⁵⁵	13131
6225	Atsi	recall / recollect	mjit²¹pun²¹	m j i t ²¹ + p u n ²¹	i m n c t + i n c t	m j i t ²¹ + p - u n ²¹	9316 13145
7879	Maru	recall / recollect	mjik³¹	m j i k ³¹	i m n c t	m j i k ³¹	9316
