# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	TOKENS	STRUCTURE	ALIGNMENT	CROSSIDS
10962	Lashi	hardworking / exerting oneself	1017	ʃə̆³¹ku̱ːt⁵⁵	ʃ ə̆ ³¹ + ˀk uː t ⁵⁵	i n t + i n c t	ʃ ə̆ ³¹ + ˀk uː t ⁵⁵	7780 7783
#
1526	Rangoon	harvest / reap	1514	jeʔ⁴ tθẽ⁵⁵	/ʔ j e ʔ ⁴ + tθ ẽ ∼ ⁵⁵	i m n c t + i n c t	/ʔ j e ʔ ⁴ + tθ ẽ ∼ ⁵⁵	7797 7798
3237	Achang_Longchuan	harvest / reap	1514	ʐit⁵⁵	ʐ i t ⁵⁵	i n c t	ʐ i t ⁵⁵	14800
4711	Xiandao	harvest / reap	1514	ʐɯt⁵⁵	ʐ ɯ t ⁵⁵	i n c t	ʐ ɯ t ⁵⁵	14800
6460	Atsi	harvest / reap	1514	jam²¹	/ʔ j a m ²¹	i m n c t	/ʔ j a m ²¹	3997
8096	Maru	harvest / reap	1514	la̱i³⁵	ˀl ai ³⁵	i n t	ˀl ai ³⁵	7796
9822	Bola	harvest / reap	1514	tʃa̱p⁵⁵	ˀtʃ a p ⁵⁵	i n c t	ˀtʃ a p ⁵⁵	7795
11387	Lashi	harvest / reap	1514	ja̱ːm⁵⁵	ˀ/ʔ j aː m ⁵⁵	i m n c t	ˀ/ʔ j aː m ⁵⁵	3997
#
448	Rangoon	hat	446	u⁵⁵thoʔ⁴	/ʔ u ⁵⁵ + tʰ o ʔ ⁴	i n t + i n c t	/ʔ u ⁵⁵ + tʰ - o ʔ ⁴	1760 7805
2238	Achang_Longchuan	hat	446	u³¹suŋ³¹	/ʔ u ³¹ + s u ŋ ³¹	i n t + i n c t	/ʔ u ³¹ + s u ŋ ³¹	1760 7803
5380	Atsi	hat	446	muʔ²¹kjup⁵⁵	m u ʔ ²¹ + k j u p ⁵⁵	i n c t + i m n c t	m u ʔ ²¹ + k j u p ⁵⁵	7804 7805
7123	Maru	hat	446	mauk³¹kja̱p⁵⁵	m au k ³¹ + ˀk j a p ⁵⁵	i n c t + i m n c t	m au k ³¹ + ˀk j a p ⁵⁵	7804 7805
8770	Bola	hat	446	mauʔ³¹kja̱p⁵⁵	m au ʔ ³¹ + ˀk j a p ⁵⁵	i n c t + i m n c t	m au ʔ ³¹ + ˀk j a p ⁵⁵	7804 7805
10470	Lashi	hat	446	muk³¹kjɔ̱p⁵⁵	m u k ³¹ + ˀk j ɔ p ⁵⁵	i n c t + i m n c t	m u k ³¹ + ˀk j ɔ p ⁵⁵	7804 7805
11923	Old_Burmese	hat	446	uḥ◦thup	ʔ u ⁵⁵ + th u p ⁴	i n t + i n c t	ʔ u ⁵⁵ + th - u p ⁴	1760 7805
#
1231	Rangoon	hatch / incubate	1224	wuʔ⁴	/ʔ w u ʔ ⁴	i m n c t	/ʔ w u ʔ ⁴	7817
2966	Achang_Longchuan	hatch / incubate	1224	xup⁵⁵	x u p ⁵⁵	i n c t	x - u p ⁵⁵	7817
4477	Xiandao	hatch / incubate	1224	xup⁵⁵	x u p ⁵⁵	i n c t	x - u p ⁵⁵	7817
6163	Atsi	hatch / incubate	1224	xup⁵⁵	x u p ⁵⁵	i n c t	x - u p ⁵⁵	7817
7823	Maru	hatch / incubate	1224	ap⁵⁵	/ʔ a p ⁵⁵	i n c t	/ʔ - a p ⁵⁵	7817
9530	Bola	hatch / incubate	1224	a̱p⁵⁵	ˀ/ʔ a p ⁵⁵	i n c t	ˀ/ʔ - a p ⁵⁵	7817
11131	Lashi	hatch / incubate	1224	wu̱ːp⁵⁵	ˀ/ʔ w uː p ⁵⁵	i m n c t	ˀ/ʔ w uː p ⁵⁵	7817
#
1276	Rangoon	hate	1268	mõ⁵⁵	/ʔ m õ ∼ ⁵⁵	i m n c t	/ʔ m õ ∼ ⁵⁵	7828
3009	Achang_Longchuan	hate	1268	tsit⁵⁵	ts i t ⁵⁵	i n c t	ts i t ⁵⁵	7825
4515	Xiandao	hate	1268	n³¹ʐu³⁵lau⁵⁵	n ³¹ + ʐ u ³⁵ + l au ⁵⁵	i t + i n t + i n t	n ³¹ + ʐ u ³⁵ + l au ⁵⁵	7829 7830 7831
6210	Atsi	hate	1268	ni̱k⁵⁵noʔ²¹	ˀn i k ⁵⁵ + n o ʔ ²¹	i n c t + i n c t	ˀn i k ⁵⁵ + n o ʔ ²¹	7826 7827
7865	Maru	hate	1268	mai³⁵	m ai ³⁵	i n t	m - ai - ³⁵	7828
9576	Bola	hate	1268	mai³¹	m ai ³¹	i n t	m - ai - ³¹	7828
11843	Old_Burmese	hate	1268	munḥ	m u n ⁵⁵	i n c t	m - u n ⁵⁵	7828
#
1663	Rangoon	have (eyes)	1648	ɕi⁵³	ɕ i ⁵³	i n t	ɕ i ⁵³	7839
3367	Achang_Longchuan	have (eyes)	1648	pɔ⁵⁵	p ɔ ⁵⁵	i n t	p ɔ ⁵⁵	16891
6598	Atsi	have (eyes)	1648	tap²¹	t a p ²¹	i n c t	t a p ²¹	7837
8229	Maru	have (eyes)	1648	ɣɔ⁵⁵	ɣ ɔ ⁵⁵	i n t	ɣ ɔ ⁵⁵	7838
9957	Bola	have (eyes)	1648	pa⁵⁵	p a ⁵⁵	i n t	p a ⁵⁵	16891
#
1660	Rangoon	have (money)	1645	ɕi⁵³	ɕ i ⁵³	i n t	ɕ i ⁵³	7845
3364	Achang_Longchuan	have (money)	1645	pɔ⁵⁵	p ɔ ⁵⁵	i n t	p ɔ ⁵⁵	16891
4827	Xiandao	have (money)	1645	pɔ³¹	p ɔ ³¹	i n t	p ɔ ³¹	16891
6595	Atsi	have (money)	1645	vo⁵⁵	v o ⁵⁵	i n t	v o ⁵⁵	1235
8226	Maru	have (money)	1645	ɣɔ⁵⁵	ɣ ɔ ⁵⁵	i n t	ɣ ɔ ⁵⁵	1235
9954	Bola	have (money)	1645	ɣa³⁵	ɣ a ³⁵	i n t	ɣ a ³⁵	1235
11499	Lashi	have (money)	1645	jɔː⁵⁵	/ʔ j ɔː ⁵⁵	i m n t	/ʔ j ɔː ⁵⁵	7844
#
1418	Rangoon	have, do not	1407	mɑ⁵³ɕi⁵³	m ɑ ⁵³ + ɕ i ⁵³	i n t + i n t	m ɑ ⁵³ + ɕ i ⁵³	5586 7855
3132	Achang_Longchuan	have, do not	1407	mă⁵¹pɔ⁵⁵	m ă ⁵¹ + p ɔ ⁵⁵	i n t + i n t	m ă ⁵¹ + p ɔ ⁵⁵	5586 7851
4614	Xiandao	have, do not	1407	m³¹pɔ³⁵	m ³¹ + p ɔ ³⁵	i t + i n t	m - ³¹ + p ɔ ³⁵	5586 7851
6350	Atsi	have, do not	1407	ă²¹vo⁵⁵	/ʔ ă ²¹ + v o ⁵⁵	i n t + i n t	/ʔ ă ²¹ + v o ⁵⁵	19361 1235
7990	Maru	have, do not	1407	mə̆³¹ɣɔ⁵⁵	m ə̆ ³¹ + ɣ ɔ ⁵⁵	i n t + i n t	m ə̆ ³¹ + ɣ ɔ ⁵⁵	5586 1235
9713	Bola	have, do not	1407	a³¹ɣa³⁵	/ʔ a ³¹ + ɣ a ³⁵	i n t + i n t	/ʔ a ³¹ + ɣ a ³⁵	19361 1235
11287	Lashi	have, do not	1407	a³¹ju⁵⁵	/ʔ a ³¹ + /ʔ j u ⁵⁵	i n t + i m n t	/ʔ a ³¹ + /ʔ j u ⁵⁵	19361 7854
#
852	Rangoon	he	849	tθu²²	tθ u ²²	i n t	tθ u ²²	7866
2608	Achang_Longchuan	he	849	ȵ̥aŋ³¹	ȵ̥ a ŋ ³¹	i n c t	ȵ̥ - a ŋ ³¹	7865
4173	Xiandao	he	849	ɲ̊aŋ³¹	ɲ̊ a ŋ ³¹	i n c t	ɲ̊ - a ŋ ³¹	7865
5782	Atsi	he	849	ja̱ŋ²¹	ˀ/ʔ j a ŋ ²¹	i m n c t	ˀ/ʔ j a ŋ ²¹	7865
7484	Maru	he	849	jɔ̃³⁵	/ʔ j ɔ̃ ∼ ³⁵	i m n c t	/ʔ j ɔ̃ ∼ ³⁵	7865
9165	Bola	he	849	jɔ̃³¹	/ʔ j ɔ̃ ∼ ³¹	i m n c t	/ʔ j ɔ̃ ∼ ³¹	7865
10811	Lashi	he	849	ŋjaŋ³³	ŋ j a ŋ ³³	i m n c t	ŋ j a ŋ ³³	7865
#
73	Rangoon	head	73	khɑ̃u⁵⁵	kʰ ɑ̃ u ∼ ⁵⁵	i n N c t	kʰ ɑ̃ u ∼ ⁵⁵	3729
1898	Achang_Longchuan	head	73	ni³¹kuaŋ³¹	n i ³¹ + k ua ŋ ³¹	i n t + i n c t	n i ³¹ + k ua - ŋ ³¹	7873 3729
3557	Xiandao	head	73	u³¹kɔŋ³¹	/ʔ u ³¹ + k ɔ ŋ ³¹	i n t + i n c t	/ʔ - u ³¹ + k ɔ - ŋ ³¹	7875 3729
5009	Atsi	head	73	u²¹lu̱m²¹	/ʔ u ²¹ + ˀl u m ²¹	i n t + i n c t	/ʔ - u ²¹ + ˀl u m ²¹	7875 7876
6792	Maru	head	73	au³⁵lam³⁵	/ʔ au ³⁵ + l a m ³⁵	i n t + i n c t	/ʔ - au ³⁵ + l a m ³⁵	7875 7876
8420	Bola	head	73	u̱³⁵lam³¹	ˀ/ʔ u ³⁵ + l a m ³¹	i n t + i n c t	ˀ/ʔ - u ³⁵ + l a m ³¹	7875 7876
10148	Lashi	head	73	wo̱⁵⁵lɔ̱m⁵³	ˀ/ʔ w o ⁵⁵ + ˀl ɔ m ⁵³	i m n t + i n c t	ˀ/ʔ w o ⁵⁵ + ˀl ɔ m ⁵³	7875 7876
11668	Old_Burmese	head	73	uḥ◦kho₂ṅḥ	ʔ u ⁵⁵ + kh ʊ ŋ ⁵⁵	i n t + i n c t	ʔ - u ⁵⁵ + kh ʊ - ŋ ⁵⁵	7875 3729
#
447	Rangoon	head-cloth / turban	445	gɑ̃u⁵⁵pɑ̃u⁵⁵	g ɑ̃ u ∼ ⁵⁵ + p ɑ̃ u ∼ ⁵⁵	i n N c t + i n N c t	g ɑ̃ u ∼ ⁵⁵ + p ɑ̃ u ∼ ⁵⁵	7893 7894
2237	Achang_Longchuan	head-cloth / turban	445	pă³¹tuaŋ³⁵	p ă ³¹ + t ua ŋ ³⁵	i n t + i n c t	p ă ³¹ + t ua ŋ ³⁵	7889 7890
5379	Atsi	head-cloth / turban	445	ŭ²¹thup⁵⁵	/ʔ ŭ ²¹ + tʰ u p ⁵⁵	i n t + i n c t	/ʔ - ŭ ²¹ + tʰ u p ⁵⁵	825 12934
7122	Maru	head-cloth / turban	445	a̱u³⁵thap⁵⁵	ˀ/ʔ au ³⁵ + th a p ⁵⁵	i n t + i n c t	ˀ/ʔ - au ³⁵ + th a p ⁵⁵	825 12934
8769	Bola	head-cloth / turban	445	ŭ³⁵thap⁵⁵	/ʔ ŭ ³⁵ + th a p ⁵⁵	i n t + i n c t	/ʔ - ŭ ³⁵ + th a p ⁵⁵	825 12934
10469	Lashi	head-cloth / turban	445	wo̱⁵⁵thɔp⁵⁵	ˀ/ʔ w o ⁵⁵ + th ɔ p ⁵⁵	i m n t + i n c t	ˀ/ʔ w o ⁵⁵ + th ɔ p ⁵⁵	825 12934
#
1480	Rangoon	healed, have (of a wound)	1469	ɑ⁵³nɑ²²tɕɛʔ⁴	/ʔ ɑ ⁵³ + /ʔ n ɑ ²² + tɕ ɛ ʔ ⁴	i n t + i m n t + i n c t	/ʔ ɑ ⁵³ + /ʔ n ɑ ²² + tɕ ɛ ʔ ⁴	7903 7904 7905
3191	Achang_Longchuan	healed, have (of a wound)	1469	tɕi⁵⁵	tɕ i ⁵⁵	i n t	tɕ i ⁵⁵	7263
6412	Atsi	healed, have (of a wound)	1469	ke⁵¹	k e ⁵¹	i n t	k e ⁵¹	7263
8050	Maru	healed, have (of a wound)	1469	kai³¹	k ai ³¹	i n t	k ai ³¹	7263
9774	Bola	healed, have (of a wound)	1469	kai⁵⁵	k ai ⁵⁵	i n t	k ai ⁵⁵	7263
11343	Lashi	healed, have (of a wound)	1469	kɛː³¹	k ɛː ³¹	i n t	k ɛː ³¹	7263
#
1199	Rangoon	heap / stack (hay, grass)	1193	põ²²	p õ ∼ ²²	i n c t	p õ ∼ ²²	8081
2940	Achang_Longchuan	heap / stack (hay, grass)	1193	kɔŋ⁵⁵	k ɔ ŋ ⁵⁵	i n c t	k ɔ ŋ ⁵⁵	7911
4455	Xiandao	heap / stack (hay, grass)	1193	pum⁵⁵	p u m ⁵⁵	i n c t	p u m ⁵⁵	8081
6133	Atsi	heap / stack (hay, grass)	1193	tsuŋ⁵¹	ts u ŋ ⁵¹	i n c t	ts u ŋ ⁵¹	7911
7797	Maru	heap / stack (hay, grass)	1193	pam³¹	p a m ³¹	i n c t	p a m ³¹	8081
9504	Bola	heap / stack (hay, grass)	1193	tsɔ̃⁵⁵	ts ɔ̃ ∼ ⁵⁵	i n c t	ts ɔ̃ ∼ ⁵⁵	7911
#
1578	Rangoon	hear	1564	tɕɑ⁵⁵	tɕ ɑ ⁵⁵	i n t	tɕ - ɑ ⁵⁵	7918
3290	Achang_Longchuan	hear	1564	kʐua³¹	k ʐ ua ³¹	i m n t	k ʐ ua ³¹	7918
4760	Xiandao	hear	1564	kʐɔ³¹	kʐ ɔ ³¹	i n t	kʐ - ɔ ³¹	7918
6513	Atsi	hear	1564	vo⁵⁵kjo²¹	v o ⁵⁵ + k j o ²¹	i n t + i m n t	v o ⁵⁵ + k j o ²¹	7919 7918
8149	Maru	hear	1564	ɣɔ⁵⁵kjɔ³⁵	ɣ ɔ ⁵⁵ + k j ɔ ³⁵	i n t + i m n t	ɣ ɔ ⁵⁵ + k j ɔ ³⁵	7922 7918
9875	Bola	hear	1564	ɣə̆³¹kja³¹	ɣ ə̆ ³¹ + k j a ³¹	i n t + i m n t	ɣ ə̆ ³¹ + k j a ³¹	7920 7918
11434	Lashi	hear	1564	jɔː⁵⁵kjɔː³³	/ʔ j ɔː ⁵⁵ + k j ɔː ³³	i m n t + i m n t	/ʔ j ɔː ⁵⁵ + k j ɔː ³³	7921 7918
11669	Old_Burmese	hear	1564	kraḥ	k r a ⁵⁵	i m n t	k r a ⁵⁵	7918
#
142	Rangoon	heart	142	hnɑ⁵³lõ⁵⁵	n̥ ɑ ⁵³ + l õ ∼ ⁵⁵	i n t + i n c t	n̥ ɑ - ⁵³ + l õ ∼ ⁵⁵	7931 7932
1963	Achang_Longchuan	heart	142	ȵ̥a⁵⁵lum³¹	ȵ̥ a ⁵⁵ + l u m ³¹	i n t + i n c t	ȵ̥ a - ⁵⁵ + l u m ³¹	7931 7932
3619	Xiandao	heart	142	n̥ɔʔ³¹lum³¹	n̥ ɔ ʔ ³¹ + l u m ³¹	i n c t + i n c t	n̥ ɔ ʔ ³¹ + l u m ³¹	7931 7932
5076	Atsi	heart	142	ni̱k⁵⁵lu̱m²¹	ˀn i k ⁵⁵ + ˀl u m ²¹	i n c t + i n c t	ˀn i k ⁵⁵ + ˀl u m ²¹	7931 7932
6850	Maru	heart	142	na̱k⁵⁵lam³⁵	ˀn a k ⁵⁵ + l a m ³⁵	i n c t + i n c t	ˀn a k ⁵⁵ + l a m ³⁵	7931 7932
8483	Bola	heart	142	na̱k⁵⁵lam³¹	ˀn a k ⁵⁵ + l a m ³¹	i n c t + i n c t	ˀn a k ⁵⁵ + l a m ³¹	7931 7932
10207	Lashi	heart	142	nə̱k⁵⁵lɔm³³	ˀn ə k ⁵⁵ + l ɔ m ³³	i n c t + i n c t	ˀn ə k ⁵⁵ + l ɔ m ³³	7931 7932
11670	Old_Burmese	heart	142	nhac◦lumḥ	n̥ a c ⁴ + l u m ⁵⁵	i n c t + i n c t	n̥ a c ⁴ + l u m ⁵⁵	7931 7932
#
1486	Rangoon	heat up (cold rice)	1475	n̥we⁵⁵	n̥ w e ⁵⁵	i m n t	n̥ w e ⁵⁵	7951
3197	Achang_Longchuan	heat up (cold rice)	1475	phu³⁵	pʰ u ³⁵	i n t	pʰ u ³⁵	7948
4676	Xiandao	heat up (cold rice)	1475	phu³⁵	ph u ³⁵	i n t	ph u ³⁵	7948
6418	Atsi	heat up (cold rice)	1475	ŋje⁵⁵	ŋ j e ⁵⁵	i m n t	ŋ j e ⁵⁵	7949
8056	Maru	heat up (cold rice)	1475	la̱uŋ³¹	ˀl au ŋ ³¹	i n c t	ˀl au ŋ ³¹	7950
9780	Bola	heat up (cold rice)	1475	la̱i⁵⁵	ˀl ai ⁵⁵	i n t	ˀl ai - ⁵⁵	7950
11349	Lashi	heat up (cold rice)	1475	luːŋ³¹	l uː ŋ ³¹	i n c t	l uː ŋ ³¹	7950
#
926	Rangoon	heavy	923	le⁵⁵	/ʔ l e ⁵⁵	i m n t	/ʔ l e - - ⁵⁵	7956
2683	Achang_Longchuan	heavy	923	li³¹	l i ³¹	i n t	l - i - - ³¹	7956
4239	Xiandao	heavy	923	lai³¹	l ai ³¹	i n t	l - ai - - ³¹	7956
5858	Atsi	heavy	923	lai²¹	l a i ²¹	i n N t	l - a i - ²¹	7956
7557	Maru	heavy	923	la³⁵	l a ³⁵	i n t	l - a - - ³⁵	7956
9238	Bola	heavy	923	li³¹	l i ³¹	i n t	l - i - - ³¹	7956
10882	Lashi	heavy	923	laːi³³	l aːi ³³	i n t	l - aːi - - ³³	7956
11671	Old_Burmese	heavy	923	liyḥ	l ə j ⁵⁵	i n c t	l - ə - j ⁵⁵	7956
#
828	Rangoon	hectare, 1 / 15 of	825	e²² kɑ⁵³	/ʔ e ²² + k ɑ ⁵³	i n t + i n t	/ʔ e ²² + k ɑ ⁵³	7966 7967
2584	Achang_Longchuan	hectare, 1 / 15 of	825	mu³¹	m u ³¹	i n t	m u ³¹	7965
4151	Xiandao	hectare, 1 / 15 of	825	mu³¹	m u ³¹	i n t	m u ³¹	7965
5757	Atsi	hectare, 1 / 15 of	825	mu²¹	m u ²¹	i n t	m u ²¹	7965
7460	Maru	hectare, 1 / 15 of	825	mu⁵⁵	m u ⁵⁵	i n t	m u ⁵⁵	7965
9140	Bola	hectare, 1 / 15 of	825	mu⁵⁵	m u ⁵⁵	i n t	m u ⁵⁵	7965
#
303	Rangoon	hedgehog	301	phju²²ŋɛ²²	pʰ j u ²² + ŋ ɛ ²²	i m n t + i n t	pʰ j u ²² + ŋ ɛ ²²	7979 7980
2112	Achang_Longchuan	hedgehog	301	tiaŋ³¹xɔ³¹lă³¹tɕet³⁵	t i a ŋ ³¹ + x ɔ ³¹ + l ă ³¹ + tɕ e t ³⁵	i m n c t + i n t + i n t + i n c t	t i a ŋ ³¹ + x ɔ ³¹ + l ă - ³¹ + tɕ e t ³⁵	7973 7974 7975 7976
5237	Atsi	hedgehog	301	tʃhik⁵⁵la̱i²¹	tʃʰ i k ⁵⁵ + ˀl a i ²¹	i n c t + i n N t	tʃʰ i k ⁵⁵ + ˀl a i ²¹	7977 7975
8634	Bola	hedgehog	301	tʃə̆³¹li̱³⁵	tʃ ə̆ ³¹ + ˀl i ³⁵	i n t + i n t	tʃ ə̆ ³¹ + ˀl i - ³⁵	7978 7975
10350	Lashi	hedgehog	301	tʃhək⁵⁵le̱i⁵⁵	tʃh ə k ⁵⁵ + ˀl ei ⁵⁵	i n c t + i n t	tʃh ə k ⁵⁵ + ˀl ei - ⁵⁵	7977 7975
#
1046	Rangoon	help	1042	ku²²ȵi²²	k u ²² + ɲ i ²²	i n t + i n t	k u ²² + ɲ i ²²	7987 7989
2797	Achang_Longchuan	help	1042	paŋ⁵⁵	p a ŋ ⁵⁵	i n c t	p a ŋ ⁵⁵	7986
4334	Xiandao	help	1042	tɛ⁵⁵	t ɛ ⁵⁵	i n t	t ɛ ⁵⁵	7990
5980	Atsi	help	1042	kĕ²¹ʒum⁵⁵	k ĕ ²¹ + ʒ u m ⁵⁵	i n t + i n c t	k ĕ ²¹ + ʒ u m ⁵⁵	7987 7988
7661	Maru	help	1042	kə̆³¹ʒum⁵⁵	k ə̆ ³¹ + ʒ u m ⁵⁵	i n t + i n c t	k ə̆ ³¹ + ʒ u m ⁵⁵	7987 7988
9357	Bola	help	1042	pɔ̃³⁵	p ɔ̃ ∼ ³⁵	i n c t	p ɔ̃ ∼ ³⁵	7986
10981	Lashi	help	1042	kə̆³¹ʒum⁵⁵	k ə̆ ³¹ + ʒ u m ⁵⁵	i n t + i n c t	k ə̆ ³¹ + ʒ u m ⁵⁵	7987 7988
#
394	Rangoon	hemp	392	ɕɔ²²	ɕ ɔ ²²	i n t	ɕ ɔ ²²	8000
2189	Achang_Longchuan	hemp	392	maʔ³¹	m a ʔ ³¹	i n c t	m a ʔ ³¹	7998
5327	Atsi	hemp	392	tʃi²¹	tʃ i ²¹	i n t	tʃ i - ²¹	7999
7076	Maru	hemp	392	tʃik⁵⁵	tʃ i k ⁵⁵	i n c t	tʃ i k ⁵⁵	7999
8718	Bola	hemp	392	tʃɿ³¹	tʃ ɿ ³¹	i n t	tʃ ɿ - ³¹	7999
10425	Lashi	hemp	392	tʃei³¹mo⁵⁵	tʃ ei ³¹ + m o ⁵⁵	i n t + i n t	tʃ ei - ³¹ + m o - ⁵⁵	7999 7998
#
282	Rangoon	hen	280	tɕɛʔ⁴mɑ⁵³	tɕ ɛ ʔ ⁴ + m ɑ ⁵³	i n c t + i n t	tɕ - ɛ ʔ ⁴ + m - ɑ ⁵³	8006 3745
2092	Achang_Longchuan	hen	280	kʐuaʔ⁵⁵tseŋ³⁵	k ʐ ua ʔ ⁵⁵ + ts e ŋ ³⁵	i m n c t + i n c t	k ʐ ua ʔ ⁵⁵ + ts e ŋ ³⁵	8006 15457
3745	Xiandao	hen	280	kʐɔʔ⁵⁵tʂɯŋ⁵⁵	kʐ ɔ ʔ ⁵⁵ + tʂ ɯ ŋ ⁵⁵	i n c t + i n c t	kʐ - ɔ ʔ ⁵⁵ + tʂ ɯ ŋ ⁵⁵	8006 15457
5217	Atsi	hen	280	voʔ²¹mji̱⁵⁵	v o ʔ ²¹ + ˀm j i ⁵⁵	i n c t + i m n t	v - o ʔ ²¹ + ˀm j i ⁵⁵	8006 3745
6981	Maru	hen	280	ɣɔ³¹tsaŋ³¹	ɣ ɔ ³¹ + ts a ŋ ³¹	i n t + i n c t	ɣ - ɔ - ³¹ + ts a ŋ ³¹	8006 15457
8614	Bola	hen	280	ɣɔʔ³¹taŋ⁵⁵	ɣ ɔ ʔ ³¹ + t a ŋ ⁵⁵	i n c t + i n c t	ɣ - ɔ ʔ ³¹ + t a ŋ ⁵⁵	8006 15457
10332	Lashi	hen	280	kjɔʔ³¹tsəŋ³¹	k j ɔ ʔ ³¹ + ts ə ŋ ³¹	i m n c t + i n c t	k j ɔ ʔ ³¹ + ts ə ŋ ³¹	8006 15457
#
862	Rangoon	here	859	i²² twĩ²²	/ʔ i ²² + t w ĩ ∼ ²²	i n t + i m n c t	/ʔ i ²² + t w ĩ ∼ ²²	8025 8026
2618	Achang_Longchuan	here	859	xai⁵⁵ thɔʔ⁵⁵	x ai ⁵⁵ + tʰ ɔ ʔ ⁵⁵	i n t + i n c t	x - ai ⁵⁵ + tʰ ɔ ʔ ⁵⁵	6868 14519
4181	Xiandao	here	859	xai⁵⁵ thɔʔ⁵⁵	x ai ⁵⁵ + th ɔ ʔ ⁵⁵	i n t + i n c t	x - ai ⁵⁵ + th ɔ ʔ ⁵⁵	6868 14519
5792	Atsi	here	859	xji⁵¹ ma⁵⁵	x j i ⁵¹ + m a ⁵⁵	i m n t + i n t	x j i ⁵¹ + m a ⁵⁵	6868 8023
7493	Maru	here	859	tʃhɛ̆³¹ mɛ³¹	tʃh ɛ̆ ³¹ + m ɛ ³¹	i n t + i n t	tʃh ɛ̆ ³¹ + m ɛ ³¹	8024 8023
10821	Lashi	here	859	xjɛ³³mŏ³³	x j ɛ ³³ + m ŏ ³³	i m n t + i n t	x j ɛ ³³ + m ŏ ³³	6868 8023
#
1149	Rangoon	hiccup	1145	tɕo⁵³tho⁵⁵	tɕ o ⁵³ + tʰ o ⁵⁵	i n t + i n t	tɕ o ⁵³ + tʰ o ⁵⁵	8041 8042
2891	Achang_Longchuan	hiccup	1145	tɕaʔ³¹kəʔ⁵⁵kə⁵⁵	tɕ a ʔ ³¹ + k ə ʔ ⁵⁵ + k ə ⁵⁵	i n c t + i n c t + i n t	tɕ a ʔ ³¹ + k ə ʔ ⁵⁵ + k ə ⁵⁵	8034 8035 8036
4412	Xiandao	hiccup	1145	cɤ⁵⁵kɤk⁵⁵ɤk⁵⁵	c ɤ ⁵⁵ + k ɤ k ⁵⁵ + /ʔ ɤ k ⁵⁵	i n t + i n c t + i n c t	c ɤ - ⁵⁵ + k ɤ k ⁵⁵ + /ʔ ɤ k ⁵⁵	8034 8043 8037
6084	Atsi	hiccup	1145	ă²¹keʔ²¹keʔ²¹	/ʔ ă ²¹ + k e ʔ ²¹ + k e ʔ ²¹	i n t + i n c t + i n c t	/ʔ ă - ²¹ + k e ʔ ²¹ + k e ʔ ²¹	8037 8034 8038
7750	Maru	hiccup	1145	a̱k⁵⁵thauŋ³¹	ˀ/ʔ a k ⁵⁵ + th au ŋ ³¹	i n c t + i n c t	ˀ/ʔ a k ⁵⁵ + th au ŋ ³¹	8037 5231
9457	Bola	hiccup	1145	a³¹ə̱k⁵⁵thauŋ³⁵	/ʔ a ³¹ + ˀ/ʔ ə k ⁵⁵ + th au ŋ ³⁵	i n t + i n c t + i n c t	/ʔ a ³¹ + ˀ/ʔ ə k ⁵⁵ + th au ŋ ³⁵	8039 8037 5231
11065	Lashi	hiccup	1145	ə̱k⁵⁵thuŋ⁵⁵	ˀ/ʔ ə k ⁵⁵ + th u ŋ ⁵⁵	i n c t + i n c t	ˀ/ʔ ə k ⁵⁵ + th u ŋ ⁵⁵	8037 5231
#
1074	Rangoon	hide (sthg.)	1070	phwɛʔ⁴	pʰ w ɛ ʔ ⁴	i m n c t	pʰ w ɛ ʔ ⁴	8056
2823	Achang_Longchuan	hide (sthg.)	1070	sau⁵⁵	s au ⁵⁵	i n t	s au ⁵⁵	8053
4353	Xiandao	hide (sthg.)	1070	sau⁵⁵	s au ⁵⁵	i n t	s au ⁵⁵	8053
6009	Atsi	hide (sthg.)	1070	xaʔ⁵⁵	x a ʔ ⁵⁵	i n c t	x a ʔ ⁵⁵	8054
7683	Maru	hide (sthg.)	1070	ŋja̱m³⁵	ˀŋ j a m ³⁵	i m n c t	ˀŋ j a m ³⁵	8055
9384	Bola	hide (sthg.)	1070	ŋja̱m³⁵	ˀŋ j a m ³⁵	i m n c t	ˀŋ j a m ³⁵	8055
11003	Lashi	hide (sthg.)	1070	ŋju̱ːm⁵⁵	ˀŋ j uː m ⁵⁵	i m n c t	ˀŋ j uː m ⁵⁵	8055
11672	Old_Burmese	hide (sthg.)	1070	pho₁k	ph o k ⁴	i n c t	ph - o k ⁴	8056
#
1200	Rangoon	hide oneself	1194	põ⁵⁵	p õ ∼ ⁵⁵	i n c t	p õ ∼ ⁵⁵	8065
2941	Achang_Longchuan	hide oneself	1194	kui⁵⁵	k ui ⁵⁵	i n t	k ui ⁵⁵	8062
4456	Xiandao	hide oneself	1194	kʐui⁵⁵	kʐ ui ⁵⁵	i n t	kʐ ui ⁵⁵	8062
6134	Atsi	hide oneself	1194	xaʔ⁵⁵kop²¹	x a ʔ ⁵⁵ + k o p ²¹	i n c t + i n c t	x a ʔ ⁵⁵ + k o p ²¹	9237 8064
7798	Maru	hide oneself	1194	køʔ³¹	k ø ʔ ³¹	i n c t	k ø ʔ ³¹	8064
9505	Bola	hide oneself	1194	faʔ⁵⁵	f a ʔ ⁵⁵	i n c t	f a ʔ ⁵⁵	9237
